word,weight
dagelan,3
daging tumbuh,-4
dah,-3
dahh,-3
dahiat,-5
dahlah,-3
dahsyat,-3
dahulu,1
daif,-3
daim,3
daing,-4
dajal,-5
dakaik,3
dakap,-3
daki,-4
dakwa,3
dalal,-3
dalalah,-5
dalam,3
dalem,-2
dalih,-4
dalil,-3
dam,-3
damar,4
dambaan,3
dampak,-3
damping,1
damprat,-4
dampratan,-5
dana,4
dandan,4
dangkal,-3
dangkap,-3
dangkar,-4
dangkung,-3
dansa,3
danyang,-4
dapatkan,2
dapet,2
dapra,-3
darah,3
darah dingin,-4
daras,-5
darat,-2
dari,-3
darurat,-3
data,-3
datang,-4
datang hati,-5
datar,3
dateng,2
datuk,-4
daulat,4
daya cipta,4
daya gabung,4
daya guna,4
daya muat,-2
daya pikir,1
daya serap,-2
daya tahan,5
daya tampung,-2
daya upaya,-1
dear,2
death,-3
debar,-1
debat,3
debil,-5
debu,-3
debuk,3
dedak,-3
dede,1
dedemit,-4
dedengkot,1
deduksi,3
defekasi,-5
defensif,4
definisi,3
definit,2
defisit,-3
degap,3
degil,-5
degub,-2
dekaden,-5
dekadensi,-5
dekap,-2
dekat,-3
deket,1
dekil,-5
deklarasi,-3
dekorasi,5
delay,-3
delegasi,-4
delete,-3
delusi,3
demek,-4
demo,-3
demon,-3
demonstrasi,-3
dempet,-3
denai,-4
denda,3
dendam,-5
dendam berahi,1
dendang,2
dendeng,-4
dengar,2
dengar pendapat,3
denger,-3
dengerin,3
dengki,-5
dengkik,-4
dengkul,-3
dengkur,-3
dengu,-3
dengung,-3
dengus,-3
dengut,-3
depak,-3
dependen,3
deposito,3
depresi,-4
deraan,-5
derai,-3
derajat,5
deras,-1
derauan,3
derek,-5
deres,1
deriji,-4
dering,-3
derita,-5
deru,-3
derum,-4
desah,-3
desain,4
desak,-3
desakan,4
desas-desus,-5
desau,-3
desersi,-3
desir,-2
deskripsi,-4
destar,-4
detail,2
detailnya,1
detak,-3
detektif,-3
determinasi,3
dewan,-3
dewana,3
dewasa,2
dia,-3
diajak,1
diajarin,-3
dialog,-2
diam,-2
diamond,3
diancurin,-3
diapain,-3
diare,-4
dibalas,2
dibales,-3
dibalik,-3
dibantu,2
dibayar,3
dibeliin,-1
diblock,-4
dibuang,-3
dibully,-5
dicoba,2
dicuekin,1
didih,-4
diduain,-3
die,-4
diem,-1
diet,-3
digantung,-3
digdaya,4
diginiin,-3
digituin,-2
digresi,-4
dihati,3
dikangenin,-2
dikara,3
dikasih,2
dikatain,-3
diketawain,-4
dikira,-3
dikirim,2
dikit,-4
dikonfirmasi,3
dikte,3
dilarang,-3
dilema,-3
diliatin,-3
dilupain,-4
dimakan,-2
dimarahin,-5
dimiliki,1
dimulai,1
dina,-5
dinamika,3
dinasti,-3
dingin,2
dinistain,-4
dipaksa,-4
dipamerin,-3
dipanggil,-1
dipantau,2
diplomasi,-5
diproses,1
direksi,-3
direktur,3
diri,-1
dirimu,-1
disakiti,-5
disalahin,-3
disarankan,1
disentri,-5
diserang,-4
disimilaritas,-4
disiplin,3
diskaun,3
diskon,2
diskredit,-4
diskrepansi,-3
disparitas,-4
dispensasi,3
distingsi,-4
distingtif,4
distorsi,-4
distribusi,3
disuruh,-2
diterima,2
ditidurin,-4
ditinggal,-4
ditolak,-4
ditunggu,2
diusir,-4
diva,2
divergensi,-4
doain,2
dobel,-3
dobrak,-1
dodor,3
dogma,-3
dogmatis,2
dogol,-5
doh,-4
doi,-3
dok,0
dol,3
domba,-3
dominan,1
dominasi,3
domot,-5
dompleng,-3
donatur,3
dongeng,2
dongkel,-3
dongkol,-4
dongok,-5
donor,3
dosa,-4
down,-3
drama,-4
drama duka,-4
drama ria,3
draw,-3
drop,-3
drum,2
dua,-2
dua kali,-3
duaja,-3
duduk perut,-3
duel,-4
duet,-2
duga,2
dugal,-5
duh,-4
duka,-1
dukacarita,-4
dukacita,-3
dukun,-3
dukung,4
dukungan,4
duli,1
dum,-3
dungkul,-4
dungu,-5
dunia,-1
dupleks,-3
dura,-3
durhaka,-5
duri,-4
durjana,-5
durkarsa,-5
dursila,-5
dwiganda,-3
dzuhur,1
eaa,1
eban,-4
ecer,-2
eco,5
edan,-3
edar,2
edaran,-3
eek,-5
efek,3
efektif,5
efisien,4
ego,-3
egois,-5
eja,3
ejakulasi,-3
ejek,-4
ejekan,-4
eka,3
ekang,-4
eklektis,-3
ekofraksia,-5
ekonomis,3
ekor,-3
eks,-3
eksemplar,3
ekshibisi,-3
eksklusif,4
ekspirasi,-3
eksplisit,1
eksplorasi,4
ekspos,-4
ekstasi,-3
ekstensif,3
ekstra,3
ekstrem,-4
ekstremis,3
el,-3
elak,-3
elegan,3
elektromotif,3
elite,5
elu,1
elusan,-3
elusif,-2
embah,-3
embal,-4
embarau,-3
embat,-4
embek,-3
embel-embel,5
embus,-3
emergensi,-4
emg,-1
emir,4
emmm,-2
emong,3
emosi,-1
empal,-4
empang,-3
empap,-3
empas,-3
empedal,-5
emper,-3
empos,-3
empot-empotan,-5
empuk,-1
enak,1
enas,-5
encok,-5
endemi,-5
endut-endut,3
enek,-4
eneng,5
energi,3
energik,4
engah,-3
enggan,-5
engkau,-4
enjoy,3
entah,-3
entah-berentah,-3
entak,-3
enteng,2
entitas,1
enyah,-4
epidemi,-5
epigon,-3
erang,-3
erangan,-3
erik,-3
eror,-4
erot,-4
erotan,-4
erotis,-4
eroton,-4
error,-5
esa,3
esai,2
esensial,-4
esok,-1
estetik,4
estetis,3
eviden,3
ex,-1
excited,-1
faal,4
fadihat,-5
fadil,3
faedah,3
faedahnya,-1
fail,-5
fair,3
fakir,-5
fakta,-3
faktitius,3
faktor,-4
faktual,3
familiar,2
fanbase,3
fans,2
fantasi,3
fantasy,2
farak,-3
faring,-5
fasid,-5
fasilitas,-2
fatal,-5
fatamorgana,3
fatanah,3
fav,5
favorite,4
federasi,3
fertil,4
feses,-5
fiesta,3
figur,3
filantropi,1
filial,2
filo,-3
final,1
fine,3
firasat,-3
fiskal,-3
fit,4
fitnah,-5
fitrah,3
fk,-4
flu,-3
fokus,1
folder,-5
follback,1
fondasi,-1
formal,-1
formasi,3
forum,-1
fosil,-4
foto,3
free,3
fresh,-2
friends,3
friksi,-5
frustasi,-3
fulanah,-2
fundamental,-4
fungsionaris,-3
fusi,4
gaada,-3
gaakan,-2
gabaik,-3
gabakal,-4
gabal,-5
gabas,-5
gabole,-2
gaboleh,-4
gabuk,-4
gabung,-5
gabungan,-5
gabut,-5
gabutuh,-3
gaco,-2
gacoan,-2
gadai,-3
gadang,-4
gado-gado,-4
gaenak,-3
gagah,4
gagal,-4
gagap,-5
gagar,-3
gagu,-3
gaib,-5
gairah,1
gajadi,-3
gajak,4
gaje,-3
gajih,-2
gakuat,-3
galaba,-5
galak panas,-3
galas,-4
gali ilmu,4
galian,-3
gamak,-4
gamam,-4
gamang,-3
gamat,-5
gamau,-4
gambar,-1
gambir,3
gamblang,-2
game,2
gampang,1
gamungkin,-3
ganar,-4
ganas,-5
ganda,-3
ganduh,3
gang,-4
gangerti,-3
ganggang,-3
ganggu,-4
ganggu jiwa,-4
gangguan jiwa,-4
gangguin,-3
gangsar,1
gani,4
ganjal,-3
ganjar,2
ganjar balas,1
ganjaran balasan,1
gantung,-3
ganyang,-3
gapah,5
gapaham,-4
gapai,3
gapaian,3
gapernah,-3
gapil mulut,-4
gapuk,-3
gapura,-4
gara,-4
gara-gara,-5
garang,-5
garda,3
gari,3
garib,-4
garing,5
garis,-3
garis bawah,-3
garis besar,2
garit,-3
garu,-4
garuk,-3
garwa ampil,-5
gas,-4
gasak,-5
gastroenterologi,-5
gasuka,-4
gatal,-3
gatau,-1
gatel,-3
gatra,3
gaul,-3
gaung,-3
gausa,-3
gausah,-4
gawat,-5
gayung,-4
gblk,-4
gbs,-2
gebang,-4
gebetan,-2
geblek,-5
gebok,-3
gebos,-3
gebu,-3
gebung,-5
gebyar,4
gedang,-4
gedembai,-4
gedembal,2
gedor,-4
gegabah,-5
gegadan,-5
gegap,-3
gegar,-3
gegara,-3
geger,1
gegetun,-4
gejolak,-2
gela,-3
geladah,-3
geladir,-5
gelagap,-2
gelagat,-3
gelak,2
gelanggang,-1
gelantung,-4
gelap,-4
gelar,2
gelatak,-4
gelecik,-4
geledah,-3
geledek,-2
gelegak,-2
geleng,-3
geleser,1
gelesot,-2
geletar,-4
geletik,-3
geli,-2
geliat,-3
gelibat,-2
gelicik,-3
gelincir,-2
gelingsir,-3
gelinjang,-3
gelis,-3
gelisah,-5
gelo,-2
gelogok,-3
gelongsor,-4
gelopak,-4
geluduk,-3
geluncur,-3
gelung,-3
gema,1
gemal,-5
gemar,4
gemas,-1
gemaung,-3
gembel,-5
gembil,-4
gembira,2
gemblung,-3
gembol,-4
gembrot,-3
gembul,-3
gembung,-3
gembur,5
gemeletek,-4
gemes,-2
gemetar,-3
gemi,3
geming,-2
gemirang,4
gempa,4
gempa bumi,4
gempal,-2
gempar,2
gempil,-4
gempita,-1
gempur,-4
gempuran,-3
gemuk,-3
gemuruh,-3
genah,-3
genang,-2
genangan,-2
genap,-3
gencat,-5
gencet,-5
gendak,-5
gendeng,-2
gending,1
gendut,-3
generasi,-3
gengsi,4
genial,4
genit,2
genitalia,-3
genius,3
genjang,-4
gentar,-3
gentas,1
gepok,-3
gerah,-5
gerak gerik,1
gerak hati,4
gerak laku,1
gerak-gerik,4
gerakan,4
gerecok,-4
geregetan,-4
gerenyot,-4
gerepes,-4
geret,-3
geretan,-4
gergaji,-1
gerha,3
gerhana,-2
geriap,-4
gerimis,1
gering,-5
gering hulu,-4
germo,-5
gerobak,-4
gerombol,-4
gerombolan,-4
gerombong,-4
gersang,-3
gertak,-5
geruh,-4
gesek,-2
geser,-4
getap,-4
getar,-2
getaran,-2
getas,5
getir,-4
getol,-1
getun,-4
giang,-3
gibah,-3
gidik,-4
gigil,-1
gigit,-2
gila,-6
gila-gila,-4
gila-gilaan,-1
gilak,-4
gilas,-4
gili-gili,-3
giliran,3
ginding,-4
gingsir,-3
giniin,-2
girang,3
girik,3
girik-girik,3
gita,2
gituan,-3
giwang,-1
gjd,-3
globe,-2
gobar hati,-2
gobek,3
goblok,-5
goda,-1
godaan,-3
godain,-3
gogrok,-3
gohong,-3
gol,3
golak,-5
golek,-1
golongan atas,5
gombal,2
gombong,-3
gombrang,3
gombroh,3
gombrong,3
goncang,-3
gondok,-4
gone,-2
gonggong anjing,-3
gonggongan (anjing),-3
gonjak,-5
gontai,1
gontok,-4
good,5
goodbye,-3
gorek api,-4
goreng,-1
gores,-2
gorong-gorong,-4
gosah,-3
gosip,-5
gosok,-5
got,-3
goyah,-4
goyang,-4
grahita,3
gratifikasi,2
gratis,4
great,3
grecok,-4
gres,4
grip,-4
griya,-1
grogi,-4
grup,-4
gua,-3
guar,3
gubahan,3
gubris,1
gubrisan,-2
gubuk,-2
gudi,4
gugah,1
gugatan,-5
gugup,-5
gugur,-2
gugus,-4
gulana,-4
guling,-3
gulir,-3
gulung tikar,-5
guna,1
guncang,-3
guncangan,-2
gundah,-5
gundal,-3
gundik,-2
gunduk,-3
gundukan,-4
gunjingan,-5
guntang-guntang,3
guntur,-3
guram,-2
gurau,-4
gurauan,-4
gurih,1
guru,3
gurub,-5
gurufavorit,3
guruh,-1
gurun,-3
gusar,-2
gusti,4
gusur,-5
gutuk,4
guyon,-4
guys,1
gws,2
habis akal,-5
habitat,-2
habituasi,1
hack,-4
hadang,-5
hadeh,-4
hadiah,1
hadir,-1
hadirin,-3
hai,3
haih,-4
hajar,-5
hajat,-4
hakam,-3
hakiki,-4
hakimah,4
halah,-5
halang,-3
halilintar,-3
hallo,4
halo,1
haloo,3
hama,-3
hamba Allah,3
hamba allah,3
hambar,-3
hambat,-4
hambur,-3
hamburan,-3
hamik,-3
hamil,-5
hampa,-5
hamparan,3
hamster,-3
hancai,-5
hancur lebur,-5
handai,-1
hangat,1
hangit,-5
hangus,-3
hantam,-5
hantam kromo,-4
hantaman,-3
hantu,-1
hanya,-3
happy,5
hapus,-3
harap-harap,-5
harap-harap cemas,-3
hardik,-5
hardikan,-5
harga,3
harga diri,3
harkat,5
harmonis,2
harmonisasi,3
harmonisasiuniv,2
haru biru,-5
harum,5
harus,-5
hasad,-3
hasan,-1
hasil,3
hastag,1
hasud,-5
hate,-5
haters,-5
hati-hati,-1
hawa,-4
hawar,-5
hay,1
hayat,1
hayo,4
hayoloh,-3
heban,4
heboh,-2
hebring,3
hello,2
helloo,1
hellooo,2
help,2
hemat,1
hembus,-3
hempas,-4
hengkang,-4
henti,-4
henti tugas,-2
henyak,-4
heran,1
herbal,2
heula,-2
hi,1
hias,3
hiasan,3
hiatus,-2
hibah,4
hidang,2
hidu,-1
hidung,-5
hidup,-2
hih,-4
hii,3
hiii,1
hijau,3
hikmah,2
hikmat,3
hilaf,-4
hilang,-1
hilang akal,-5
hilang arwah,-4
hilang hayat,-4
hilang ingat,-4
hilang ingatan,-4
hilang nyawa,-5
hilang pikiran,-4
hilang semangat,-4
hilir,4
himpit,-3
himpun,-3
himpunan,-4
hina,-5
hina aib,-4
hina rendah,-3
hinaan,-5
hinaan cacian,-5
hingar,-3
hipotesis,-3
hipotetis,3
hirap,-3
hiruk,-3
hiruk-pikuk,1
hirup,-3
hisap,-3
histeria,-5
histeris,-4
hitam,-4
hitung,1
hoax,-5
homogen,2
hop,-5
horor,-5
hostel,1
hot,-4
hotel,1
hubung,-2
hubungan singkat,-4
huda,-3
huhuhu,-2
huhuu,-4
hujah,-4
hujan,-1
hujan gerimis,1
hujan ringan,2
hujat,-5
hujung,-3
hulu,-3
hulubalang,3
huma,-4
huni,-3
hunjam,-4
hutan,3
hutang,-5
hy,1
iba,-5
ibadah,4
ibadat,4
iblis,-4
ibunda,-2
idam,1
idaman,3
idap,-5
ideal,3
idih,-3
idiosinkratis,4
idiot,-5
idk,-3
idola,-3
iflix,1
ifrit,-4
igau,-3
igauan,-3
ihh,-5
ihhh,-4
ihhhh,-3
ihsan,4
ihwal,-4
iih,-5
ijab,-2
ijtihad,3
ikan kena tuba,-4
ikat,-4
ikat janji,-1
ikat rambut,-4
ikhlas,4
ikhtiar,-1
iktifak,4
iktikad,-2
ikut,-3
ikut serta,3
ikut-ikutan,-3
ikutan,1
ilang,-5
ilat,-5
ilmu,4
iluminasi,-3
ilusi,3
image,-2
imaji,3
imam,-2
imbal,1
imbalan,-2
imbang,-1
imbas,-4
imbesil,-5
imbuh,1
iming-iming,-3
imitasi,3
imla,1
impas,-3
impian,3
implementasi,-4
implikasi,-3
import,2
impoten,-5
impulsif,3
imut,-1
imut-imut,3
inai,-4
inap,2
inaugurasi,-3
inayat,4
incang-incut,-4
incess,-3
incit,-4
indah,1
indah ambang,4
indehoi,-3
individual,4
indo,-3
indolen,-4
indolensi,-4
induk semang,-4
indusemen,-3
inersia,-4
infak,4
inferensi,3
inferior,-4
inferioritas,-5
infinit,3
influensa,-3
info,-3
informasi,0
informasinya,2
inga,-4
ingar,-5
ingat,-1
ingat-ingat,1
ingatan,3
ingetin,-2
ingkar,-4
ingsut,-3
inheren,-4
inhibisi,-4
inisiator,-1
injakan,-3
injek,-3
inkarnasi,-1
inklinasi,-3
inklusif,-1
inkorporasi,3
inovasi,4
insaf,-2
insane,-4
insiden,-3
insinye,4
inspirasi,-3
instansi,-3
instingtif,3
instruksi,-3
insyaallah,2
intan,3
integrasi,3
intelektual,3
inteligen,-3
intensi,3
intensif,-2
interaksi,1
interes,4
interferensi,2
interlokusi,-3
interpretasi,3
interupsi,3
intiha,-3
intim,2
intimidasi,-5
intrakalimat,-5
intrik,1
intrinsik,-4
intuitif,3
invalid,-5
inventif,4
inventivitas,4
inventori,-3
invitasi,2
invite,1
ira,-3
irama,4
iri,-9
iri hati,-5
iring-iringan,-4
iringan,-4
iris,-4
iritasi,1
irsyad,-3
isak,-5
isap jempol,-3
isapan jempol,-3
isbat,3
iseng,-3
ish,-4
isi,-3
isi perut,3
islam,4
isotop,-3
istan,-5
istirahat,-2
isu,-1
isukan,-1
item,-4
itifak,4
itihad,3
itu,-2
itunya,-2
iyain,-2
iyak,-2
iyasih,-2
izin,-4
jaat,-3
jabang bayi,-3
jabar,3
jabat,-3
jadi,-1
jadul,-3
jaga,-1
jaga-jaga,-2
jagalah,3
jago,3
jagoan,3
jahad,-4
jahanam,-5
jahat,-4
jahatin,-3
jahatnya,-4
jahil,-4
jahit,-5
jail,-4
jajah,-5
jajak,3
jajal,-4
jajaran genjang,-4
jala,3
jalan arteri,-4
jalan bebas hambat,1
jalan bebas hambatan,1
jalan bentar,-4
jalan buka,3
jalan buntu,-4
jalan keluar,3
jalan layang,-4
jalan lingkar,-4
jalan protokol,-4
jalan raya,-4
jalan setapak,-4
jalan tengah,3
jalan terbuka,3
jalan tikus,-4
jalan tol,-4
jalanan,-4
jalang,-4
jalanin,2
jali,2
jalu,-4
jalur,-4
jamah,-5
jaman,-2
jambak,-5
jambret,-5
jamhur,3
jamiah,1
jamik,3
jamil,2
jamin,-5
jangan,-3
jangankan,-3
jangann,-3
janggal,-4
jangka,3
jangkang,-5
jangkit,-5
jantan,5
jantung hati,-3
jarah,-4
jaras,-5
jari,-4
jariji,-4
jaring,3
jaringan,-1
jarum,-4
jaruman,-5
jasa,4
jaswadi,3
jatah,2
jatohnya,-1
jatuh,-2
jauh,-4
jauhin,-3
jawab,-2
jawaban,-2
jawara,3
jawatan,-3
jaya,4
jealous,-3
jebakan,3
jebeh,-5
jeblok,-5
jeblos,-3
jedot,-4
jejal,-2
jejap,-4
jelabak,-3
jelak,3
jelang,3
jelas,-2
jelata,-5
jelek,-5
jeli,1
jelingah,-3
jelma,-3
jelukan,-3
jelus,-2
jemari,-4
jembalang,-4
jembatan,-4
jembel,-5
jempol,4
jempolan,4
jenak,1
jenaka,-3
jenang,4
jenazah,-4
jendala,-5
jendera,-4
jenewer,-4
jengkang,-5
jengkel,-4
jenguk,-2
jentaka,-5
jentelmen,3
jepit,-4
jeput,-3
jera,-3
jeran,-3
jerat semata,-3
jeraus,-1
jerawat,-3
jereket,-3
jerepet,-3
jeri,-3
jeriji,-4
jeringing,-4
jerit,-3
jeritan,-5
jernih,4
jernih (suasana),1
jernih suasana,1
jerum,-4
jiawang,5
jibilah,4
jidur,3
jigong,-4
jigrah,3
jihad,3
jihat,-4
jiji,-4
jijik,-5
jilat,-3
jilatan,-3
jilbab,3
jilid,-5
jin,-3
jiplak,-3
jir,-3
jleb,-3
jobak,-3
join,1
jolak,-3
joli,1
jomblo,-2
jompo,-3
jones,-3
jongkok,-5
jorok,-5
jorong,-3
jotos,-5
jreng,3
juak-juak,5
jual,1
jual murah,-3
jualan,1
judes,-4
judul,2
jujur,3
julat,3
jumat,2
jumpa muka,3
jungkal,-4
junior,-4
junjung,-2
junjungan,-2
juragan,-4
jurik,-4
juru damai,-3
juta,2
jutek,-5
jutekin,-5
juwita,-4
juz,-4
kabar,-1
kabar angin,-3
kabar burung,-5
kabeh,-2
kabil,-4
kabin,-3
kabinet,-3
kabung,-4
kabur,-2
kabut,-2
kacang botor,-3
kacangan,-4
kacek,-4
kaci,4
kacip,-3
kacrek,-3
kacuk,-4
kada,-3
kadam,-3
kadang,3
kadang-kadang,3
kadar,5
kado,2
kafe,-4
kafetaria,-4
kafilah,-4
kagak,-3
kagum,2
kaidah,-4
kaisar,4
kait,1
kaitan,-3
kaji,4
kajian,4
kakas,-3
kakek,3
kaki ayam,-3
kaki tangan,4
kalah,-4
kalang tanah,-2
kalang-kabut,-4
kalap,-2
kalau,-1
kalem,2
kalimantang,-3
kalimat,-3
kalis,4
kalong,3
kalor,-4
kalut,-3
kam,2
kambing,-3
kambuh,-4
kamil,3
kampanye,3
kampit,-1
kampret,-5
kampungan,-5
kanak-kanak anyir,-3
kandas,-5
kandis,4
kandut,-3
kanjang,4
kanjeng sultan,4
kanji,-3
kantin,-4
kantong,1
kantong kering,-4
kantong perut,-5
kantong tipis,-4
kanun,-3
kaos,-4
kapabilitas,3
kapah,-2
kapal,-3
kapasitas,3
kapok,-3
kapuk,-3
karang,-3
karangan,-4
karavan,-4
kardinal,-4
karena,-3
karena Allah,2
karena allah,2
karib,4
karimah,4
karin,-2
karsa,3
karu,-5
karunia,4
karut,-5
karya,3
karyawan,3
kasad,1
kasam,-3
kasatmata,4
kasemat,-3
kasep,-4
kasi,-3
kasian,-3
kasih,1
kasih sayang,4
kasihan,1
kasiku,-4
kasim,-4
kasip,-5
kasual,3
kasur,-4
kata,-1
kata-,-4
kata-kata,-4
katanya,-1
kaus,-4
kawaei,-2
kawakan,5
kawal,-1
kawula,-3
kayak,-3
kayaknya,-3
kayangan,-5
kayanya,-2
ke belakang,-5
ke-tidakjelasan,-5
keahlian,3
keaiban,-5
keajaiban,-4
keaktifan,2
keampuhan,4
keanehan,-4
keasingan,-4
kebabaran,-2
kebaca,-1
kebahagiaan,4
kebaikan,4
kebajikan,4
kebalik,-3
kebangkitan,-3
kebangunan,-5
kebanyakan,2
kebas,-3
kebat,-3
kebejatan,-5
kebentok,-4
keberuntungan,3
kebesaran,4
kebijakan,3
kebimbangan,-4
kebingungan,-3
kebirahan,-3
kebiri,-4
kebisaan,4
kebisuan,-4
kebo,-4
kebobrokan,-4
kebodohan,-3
kebolehan,2
kebun,-4
keburu,-3
keburukan,-5
kebusukan,-5
kebutuhan,4
kecabuhan,-3
kecabulan,-5
kecakapan,2
kecaman,-5
kecamuk,-4
kecantikan,2
kecantol,-3
kecap,-4
kecapan,-4
kecapekan,-3
kece,2
kecek,-3
kecelakaan,-5
kecemasan,-4
kecemerlangan,-1
kecepatan,4
kecerdikan,4
keceriaan,-1
kecerobohan,-5
kecil,-3
kecil hati,-4
kecintaan,-3
kecipir,-3
kecoa,-3
kecong,3
kecut,-4
kedai minuman,-4
kedai susu,4
kedaifan,-3
kedalaman,3
kedaluwarsa,-3
kedapatan,-2
kedengkian,-5
keder,-4
kediaman,2
kedinginan,-3
kedodoran,3
kedot,2
kedoyanan,3
kedukaan,-4
kedung,-3
keduniaan,-1
kedut,-4
keenakan,4
kegaduhan,-3
kegagahan,4
keganjilan,-4
kegedean,-2
kegegeran,-3
kegelisahan,-4
kegembiraan,4
kegemparan,-4
kegeruhan,-4
kegiatan,3
kegilaan,3
kegirangan,3
kegirangan keceriaan,4
kegunaan,4
kehadiran,3
kehampaan,-3
kehebohan,-2
keheningan,-4
kehilangan,-4
kehinaan keaiban,-4
kehormatan,5
kehuru-haraan,-4
keikutsertaan,3
keinget,-2
kejadian,1
kejam,-4
kejangkitan,-4
kejar,-3
kejayaan,4
kejedot,-4
kejelasan,1
kejelekan,-5
kejepit,-4
kejernihan,-3
keji,-5
kejorokan,-5
kejuruan,3
kejutan,3
kekacauan,-4
kekaguman,3
kekal,3
kekang,-4
kekayaan,2
kekecewaan,-3
kekecohan,-5
kekejian,-5
kekekalan,3
kekeliruan,-4
kekeluargaan,4
kekerabatan,-1
kekeramatan,-5
kekerasan,-4
kekhawatiran,-4
kekhususan,3
keki,-3
kekosongan,-3
kekotoran,-5
kekuatan,3
kekuatan batin,3
kekurangan,-3
kekusutan,-4
keladi,-3
kelahiran,3
kelainan,-4
kelajuan,4
kelakar,-4
kelam,-4
kelam kabut,-4
kelamaan,-4
kelambanan,-4
kelamin,-3
kelangkan,-3
kelapangan,3
kelar,3
kelas,-3
kelasah-kelusuh,-5
kelatahan,-5
kelati,-3
kelawasan,1
kelebihan,-3
kelelahan,-3
kelelawar,3
kelemahan,-4
kelembaman,-3
kelengangan,-4
kelengar,-4
kelepasan,3
kelesa,-4
kelesah,-5
kelesuan,-5
keletah,-3
keletihan,-3
kelezatan,4
keliatan,1
kelih,1
kelilipan,3
kelimpahan,4
kelimut,-3
keling,-3
kelipar,-4
kelir,-3
keliru,-4
kelok,-2
kelompang,-3
kelompok,-5
kelonggaran,3
keloyoan,-3
kelu,-3
keluang,3
keluangan,3
keluar,-3
keluaran,3
keluarga,1
keluarkan,-3
keluasan,3
kelucahan,-5
kelucuan,3
keluhan,-3
kelusuh-kelasah,-5
kemahiran,4
kemakmuran,-3
kemaknagandaan,-3
kemalangan,-5
kemaluan,-3
kemamang,-4
kemampuan,4
kemandang,-3
kemangkakan,3
kemantapan,4
kemas,1
kemaslahatan,4
kemasukan,-3
kemasygulan,-3
kemasyhuran,4
kematian,-5
kemayu,-3
kemban,-5
kembang,3
kembang-kempis,-1
kembar,-3
kembung,-3
kemegahan,4
kemerosotan,-5
kemesuman,-5
kemik,-3
kempa,-3
kempes,-4
kemplang,-5
kempuh,5
kemudahan,3
kemudi,3
kemufakatan,3
kemunculan,3
kemunduran,-5
kemungkinan,-1
kemurahan,4
kemuraman,-5
kemurkaan,-5
kemurungan,-5
ken,1
kena,-3
kenahasan,-2
kenal,1
kenamaan,5
kenan,-1
kenang,1
kenang-kenangan,1
kenangan,3
kenapaaa,-3
kenapasih,-3
kencan,-1
kenceng,-2
kencing,-3
kendati,-3
kendatipun,-3
kenduri,4
kenek,1
kenes,-3
kenestapaan,-3
kenikmatan,4
kenistaan,-5
kentara,-2
kentut,-2
kenyam,1
kenyamanan,4
kenyang,3
kenyataannya,-2
kenyih,-4
keok,-2
keonaran,-5
kepala angin,-3
kepala udang,-3
kepalan,-5
kepalang,-3
kepandaian,4
kepanikan,-4
keparat,-5
kepatuhan,3
kepayahan,-3
kepedihan,-5
kepedulian,2
kepelesiran,3
kepelikan,-4
kepenatan,-4
kepencet,-2
kepeng,-2
kepentingan,5
keperihan,-5
keperluan,5
kepesatan,4
kepetangan,-3
kepialu,-4
kepiawaian,4
kepincangan,-4
kepindahan,-3
kepinding,-5
kepintaran,4
kepleset,-1
kepo,-1
kepoin,2
kepompong,-5
keprihatinan,-1
kepuasan,3
keputusan,4
keputusasaan,-5
kera,-3
kerabit,-3
kerabu,-5
kerai,-4
kerajaan,-3
kerak,-2
kerakal,-3
keramat,-3
keran,-4
keras hati,-2
keras kepala,-4
kerasukan,-5
kerat,-1
kerawanan,-4
kerbau,-3
kerdak,-4
kerekau,-3
kerelaan,-2
keremus,-4
kerepotan,-3
kereseng,-4
kereta,-4
keretakan,-4
keri,-4
keriaan,3
keriangan,4
keributan,-5
kerik,-3
kerikil,-3
kerinduan,2
kering,-3
keringanan,2
keris,-4
kerising,-4
keriuhan,-3
kerja,2
kerja keras,-2
kerja sama,4
kerjaan,2
kerjain,-3
kerjasama,3
kernyih,-4
kerok,-3
keropok,-3
keropos,-3
kerosek,-3
keroyok,-3
kerubung,-2
kerubut,-3
kerugian,-5
keruh,-4
kerukunan,3
kerumit,-5
kerumitan,-5
kerusuhan,-5
kerut,-2
kerut merut,-3
keruwetan,-4
kes,3
kesabaran,5
kesah,2
kesahihan,-3
kesal,-1
kesalahan,-5
kesambet,-3
kesatria,2
kesayuan,-2
kesebalikan,-2
kesebatan,4
kesediaan,1
kesedihan,-5
keseimbangan,4
kesejukan,-3
kesel,-5
keseleo,-3
kesemarakan,4
kesendirian,-4
kesenduan,-2
kesengsaraan,-5
kesenjangan,-4
kesentuhan,-3
kesenyapan,-4
kesepakatan,-1
kesepian,-4
kesertaan,2
keseruan,3
keseser,-4
keset,-4
kesetanan,-3
kesetiaan,3
kesi,-3
kesialan,-5
kesian,-3
kesiannya,-4
kesibukan,-3
kesima,3
kesimpulan,3
kesohor,5
kesomplok,-4
kestabilan,4
kesucian,-1
kesudahan,-3
kesudian,2
kesufian,4
kesukacitaan,3
kesukaran,-4
kesulitan,-5
kesuma,3
kesumat,-4
kesunyian,-3
kesuraman,-5
kesurupan,-5
kesusahan,-5
kesusupan,-2
ketaatan,2
ketagihan,-3
ketahuan,-5
ketajaman,1
ketaksaan,-5
ketakutan,-4
ketangkasan,4
